start	end	text
1450.08	1462.08	 그런데 만약에 연우껏 또 여기 CSS를 보고 여기 화면은 이렇게 내 CSS를 이렇게 되어 있어 이걸 좀 간단하게 정리해줘라고 하면 내가 영역벌이라��지 어떤 걸로 해서 분화를 다 해줄지.
1464.08	1471.08	 그러면 만약에 이제 근데 이거를 하면서 내가 느낀 건 아까 전에 개발치 3년 이후에 사반인가라고 했잖아.
1472.08	1475.08	 이게 왜 그러냐면 왜 그럴 것 같아 너네들?
1479.08	1480.08	 높아져서.
1480.08	1482.08	 약간 좀 비슷해.
1483.08	1491.08	 너네들이 지금 개발자랑 퍼플리싱을 하는 단계가 이렇게 표현하는 게 제일 밑받아 주셨다는 거잖아.
1491.08	1503.08	 그러니까 코딩이나 서버나 아무것도 모르는 상태에서 회학원에 가서 배운 거를 회사에 들어와서 실천처럼 하나 둘씩 하나 둘씩 익히면서 너네들이 계속 성장에 나갈 때는잖아.
1504.08	1507.08	 그러면 예를 들어서 너네들이 프로그램을 만난다.
1507.08	1514.08	 아까 전처럼 내가 프로그램 만들 때 어떻게 만들 거야 라고 했을 때 아무것도 모르는 사람은 뭐 GPD한테 물어보고서 만들 수 있을 거 있긴 하겠지.
1515.08	1522.08	 근데 이 처음 단계가 너네들이 손주로 코딩을 해가지고 했던 작업들이 이제 더 이상 필요가 없어.
1523.08	1529.08	 나는 아까 전처럼 내가 말한 것처럼 GPD한테 나는 어떤 프로그램을 만들어줘 어떻게 하면 돼.
1529.08	1531.08	 하면 얘가 다 알았단 말.
1532.08	1534.08	 그 다음에 나는 뭐하면 돼.
1535.08	1537.08	 검증만 해줍니다.
1538.08	1548.08	 한마디로 개발자의 수준이 이제는 엄청나게 높아줘야지 시작할 수 있는 코딩 자체가 중요한 게 아니지.
1550.08	1557.08	 대신 이게 지금 해봤거든. 클로그 저의 커세로 바꿨는데 사람이 짱 것 같지 않게 가득했어.
1558.08	1567.08	 딱 봐도 10%는 선제부터 해가지고 소스라인이 몇십, 몇 백 줄에서 몇십 줄을 줄이죠.
1568.08	1573.08	 그러니까 얘가 변해별로 피우는 다재감에서 다 해줘.
1576.08	1581.08	 그러니까 내가 보기에는 지금 약간 덜애들도 미리 좀 공부는 해야 될 것 같아요.
1581.08	1584.08	 그러니까 이게 지금 당장에 적용이 되지 않을 거야.
1585.08	1586.08	 적용이 되지 않을까.
1586.08	1590.08	 그러면은 이제 대적 대용 있는 걸로 되시겠지.
1590.08	1593.08	 내가 무슨 개발을... 왜냐하면 이거는 회사방에서로 어떻게 할 수 없으니까.
1594.08	1604.08	 그리고 이 MCP라는 게 정확히 뭐냐면 너네들이 뭔가 약간 누군가 어떤 회사에서 프로토코를 약자고든?
1605.08	1611.08	 프로토코라는... 저는 모르지 말던 회사에서도 어느 정도는 HTTP 할 때 그 피아.
1613.08	1615.08	 얘네들이 다 API 만들어.
1616.08	1619.08	 근데 GPT도 있고 다 AI 회사들이 있잖아.
1621.08	1624.08	 그리고 그걸 쓰는 사람들이 다 따로 있잖아.
1624.08	1628.08	 자기네들은 이 시스템 개발에 쓰여. 이 시스템 개발에 쓰여. 이 시스템 개발에 쓰여.
1628.08	1631.08	 했을 때 API를 연기를 해야 되잖아.
1632.08	1637.08	 근데 이 API를 연기를 할 때 제일 먼저 무선 되는 게 프로토코리아.
1640.08	1646.08	 어떤 걸로 우리가 어떤 방식으로 상호한 적으로 개발을 해야 되냐.라고 했는데
1648.08	1653.08	 이 MCP가 나오기 전에는 그런 회사도 많이 없었 거냐. 그거를 많이 하는 사람도 줬어.
1654.08	1659.08	 근데 갑자기 이 AI 회사보다 얘네들이 갑자기 많아지기 시작한 거야.
1660.08	1662.08	 그러면 얘네들은 어떻게 해?
1663.08	1668.08	 매번 새로 회사 만들어서 우리 쪽이 이거 쓸게요.라고 했는데 얘네들을 사업성 괜찮아.
1669.08	1671.08	 뭐 어떻게 해? API를 떨어져야 되잖아.
1672.08	1674.08	 뭐 API 어떻게 만들래? HP를 할 거야. 뭘 할 거야?
1675.08	1677.08	 했는데 우리 HP를 할게요.
1678.08	1680.08	 너는 HP를 하는데. 제매도는 뉴디피를 하는데. 다 달라.
1681.08	1683.08	 얘네들만 계속 주도는 안 오잖아.
1684.08	1691.08	 근데 이 회사가 아니라 내가 어떤 사람이 이거를 만들었어. 이 프로토코를 만들었어.
1692.08	1695.08	 이게 지금 국제표준은 아니야.
1697.08	1700.08	 표준은 아니야. 아직. 나온지 얼마 안 됐어.
1701.08	1708.08	 근데 국제표준이 거의 될 거라고 유튜버들이 나 좀 위에 있는 사람들은 보고 있어.
1709.08	1715.08	 왜냐하면 이게 지금 너무 많이 이거와 딱 MCP가 나오는 순간. 얘네들이 너무 편해졌어.
1717.08	1721.08	 그냥 우리 이거 MCP 프로토코를 방식으로 해서 너네들이 원하는 거 다 만들어도 돼.
1722.08	1725.08	 이렇게 되버렸어. 얘네들이 다 갖다 쓰기 시작했어.
1729.08	1733.08	 그래서 뭔가 이것보다 획기적인 프로토코리 나오고 그 전까지는 얘가 되어질 거야.
1734.08	1737.08	 그래서 요즘에 보는 게 막 없고.
1738.08	1741.08	 주단지 계속 보다 보니까 막 MCP 서버는 안 되는 방법 없고.
1742.08	1750.08	 이거를 해가지고 하는데. 이런 거 계속 보다 보니까 유튜브에 뭐 같냐면.
1751.08	1753.08	 크롤링 알아? 크롤링?
1754.08	1756.08	 인터넷 글보는 거.
1757.08	1760.08	 HTML로 되어있는 건 이렇게 되어있는 거를.
1761.08	1763.08	 오반에 가지고 데이터를 수적하는 거를 크롤링이라고 해.
1765.08	1768.08	 근데 툴 하나도. 뭐지 개발 하나도 안 하고.
1770.08	1774.08	 AI 툴 드러나가지고 크롤링 돌려가지고.
1775.08	1780.08	 여행간 월에 이 2천만 원은 사람 이렇게 나와가지고 나와.
1781.08	1783.08	 그리고 오늘은.
1784.08	1786.08	 다 그 이런 AI 툴들 있잖아.
1787.08	1789.08	 AI 툴들에서 다 엿거나.
1790.08	1792.08	 그래서 얘가 만약에 분석한 거를 가지고.
1793.08	1798.08	 아까 전처럼 뭐 요리에다가 단전이면 얘가 뭐 어떤 AI 툴을 타가지고.
1799.08	1802.08	 여기다가 블루브 되면 얘가 알아서 유튜브에다가 올려줘.
1803.08	1806.08	 그냥 나는 여기다가 오늘 날씨가 궁금해.
1807.08	1810.08	 내 유튜브에다 올려줘 하면 얘가 이 모델로.
1811.08	1812.08	 유튜브에 올려줘.
1813.08	1816.08	 나는 이거에다 뭐 오사카에 있는데 가보시다는데.
1817.08	1821.08	 오사카에 있는 어떤 각이 정보 안아가지고 내 블러그에 올려줘.
1822.08	1828.08	 하면은 찾아가지고 다른 모델을 타고 들어가서 내 블러그에다가 기절해줘.
1829.08	1832.08	 내가 가보시던 거 내가 경험하지 않아도.
1833.08	1837.08	 다른 사람들의 경험들을 다 갖고 있는 이 웹사이트에서 수줍해가지고.
1838.08	1840.08	 가만 들어준 거 봐.
1841.08	1843.08	 이런 것들이 지금 뭐 많은가봐.
1844.08	1845.08	 엄청나구나.
1848.08	1852.08	 근데 지금 뭐 나도 사실은 안 지도 얼마 안 됐고 해보지도 얼마 안 와서.
1853.08	1855.08	 이게 맛다 틀이다라고 할 수는 없지만.
1855.08	1858.08	 요즘에 이제 저랑 파이서도.
1859.08	1861.08	 파이서도는 필도 되는지도 안 왔고.
1862.08	1866.08	 그리고 뭘 탁퀴 해보지 않았는데 되게 선쉽게 지금 해가지고 이제 잘 된다.
1867.08	1869.08	 하면은 잘 될 것 같아.
1870.08	1871.08	 지금 몇 분째니?
1875.08	1876.08	 이거 하드.
1877.08	1878.08	 10개.
1880.08	1881.08	 3, 2, 1.
