start	end	text
1400.0	1400.84	 하이라이터로 다 바뀌어
1401.74	1403.36	 그다음에 이 그립쇠에 가서
1403.36	1404.64	 스타트 띠로운다는데
1404.64	1405.56	 변경사항과 제품
1408.28	1409.82	 그렇게 해서 보니까
1409.82	1412.68	 이게 해보니까 내 우리 소스 갖고
1412.68	1413.98	 쭉 보니까
1413.98	1415.0	 뭐가 있냐면
1415.0	1415.98	 우류는 아니야
1418.82	1419.46	 우류는 아닌데
1419.46	1421.66	 너네들이 막 지금 내가 본 것 중에
1421.66	1423.36	 예외로 치는 것들 막
1423.36	1424.94	 익셉션 처리해놓은 거 있잖아요
1425.82	1427.64	 여기에 순서에 안 맞다던가
1427.64	1429.54	 여기에 굳이 폼하지 되지
1429.54	1431.1	 안아야 되는 것들이 있다고
1432.82	1433.74	 얘가 확인물 해 주더라고요
1435.82	1436.94	 그래서 이런 거라든지
1436.94	1438.66	 아니면 우리 지금 다
1438.66	1440.38	 여는 잘 모르지 말한
1440.38	1442.52	 빼근데 뭐 A&PI 호출해가지고
1442.52	1443.16	 이거 있잖아
1443.16	1445.0	 이것도 다 얘가
1445.7	1446.66	 간단하게 어떻게 처리하는지
1447.18	1448.08	 다 바꿔주기도 하고
1450.1999999999998	1452.12	 근데 만약에 여는 것도
1452.66	1453.96	 여기 CSS를 보고
1453.96	1455.8	 여기 화면은 이렇게 내 이고
1455.8	1457.1	 내 CSS를 이렇게 되어 있어
1457.1	1458.96	 이걸 좀 간단하게 정리해줘라고 하면
1459.66	1460.66	 내가 영역버리라든지
1461.18	1462.82	 어떤 걸로 해서 분화를 다 해줄지
1465.28	1465.96	 그러면은
1465.96	1466.82	 만약에 이제
1466.82	1468.66	 근데 이거를 하면서 내가 느낀 거는
1468.66	1470.6	 아까 전에 개발전 3년 이후에
1470.6	1471.3	 사반인가라는 거 있잖아
1471.82	1473.1	 이게 왜 그러냐면
1473.1	1474.82	 왜 그럴 거 같아 너네
1478.78	1479.54	 높아져서
1479.54	1479.84	 좀
1480.82	1482.1	 약간 좀 비슷해
1482.82	1484.56	 너네들이 지금 개발전화
1484.56	1486.54	 퍼플리싱을 하는 단계가
1487.84	1489.1	 이렇게 표현하는 게
1489.1	1490.8	 제일 밑받아가지고 시작하는 거잖아
1490.8	1492.6	 코딩이나 서버나
1492.6	1494.04	 아무것도 모르는 상태에서
1494.04	1495.84	 회학원에 가서 배운 거를
1495.84	1498.16	 회사에 들어와서 실천처럼
1498.16	1499.92	 하나 둘씩 하나 둘씩 익히면서
1499.92	1502.88	 너네들이 계속 성장에 나가려야 되는 자라고
1503.96	1504.68	 그러면은
1504.68	1506.68	 예를 들어서 너네들이 프로그램을 만난다
1506.68	1508.32	 아까 전처럼 내가 프로그램 만들 때
1508.32	1509.64	 어떻게 만들 거야 라고 했을 때
1509.64	1511.8	 아무것도 모르는 사람은
1511.8	1512.92	 뭐 GPD한테 물어보고서
1512.92	1514.2	 좀 만들을 수가 있긴 하겠지
1514.92	1515.64	 근데
1515.64	1518.04	 이 처음 단계가
1518.04	1519.72	 너네들이 손주로 코딩을 해가지고
1519.72	1521.68	 했던 작업들이 이제 더 이상 필요가 없어
1522.62	1524.02	 나는 아까 전처럼
1524.02	1526.1	 내가 말한 것처럼 GPD한테
1526.1	1527.96	 나는 어떤 프로그램을 만들어줘
1527.96	1529.56	 어떻게 하면 돼
1529.56	1530.9	 하면 얘가 다 알았다고
1530.9	1533.72	 그 다음에 나는 뭐하면 돼
1534.9199999999998	1536.44	 검증만 해줍니다
1539.4799999999998	1541.48	 한마디의 개발자의 수준이
1541.48	1544.34	 이제는 엄청나게 높아줘야지
1544.34	1545.42	 시작할 수 있는
1546.02	1548.38	 코딩 자체가 중요한 게 아니지
1549.6799999999998	1551.04	 대신 이기 지금
1551.04	1552.06	 해봤거든?
1552.06	1554.28	 저는 클로그 저의 커서를 바꿨는데
1554.28	1557.06	 뭐 사람이 짠 것 같지 않게 가져왔어
1559.06	1559.64	 딱 봐도
1560.86	1562.66	 시프트는 상자부터 해가지고
1562.66	1565.7	 소스라인이 몇십, 몇 백 줄여서
1565.7	1567.06	 몇십 줄여주죠
1568.5	1569.16	 그러니까 얘가
1569.16	1573.06	 변해별 피우는 다재감에서 다 해줘
1575.8999999999999	1578.08	 그러니까 내가 보기에는
1578.08	1581.4	 지금 약간 덜레들 또 미리 좀 공부는 해야 될 것 같아요
1581.4	1583.88	 그러니까 이게 지금 당장에 적용이 되지 않을 거야
1585.16	1586.62	 적용이 되지 않을까
1586.62	1587.64	 그러면은 이제
1587.64	1589.4	 대적 대용인걸로 되겠지
1590.06	1590.82	 내가 무슨 개발
1590.82	1593.02	 왜냐하면 이거는 패셜방에서로 어떻게 할 수 없으니까
1594.4	1596.16	 그리고 이 MCP라는 게 정확히
1596.16	1596.56	 왜냐하면
1598.4	1599.88	 너네들이 뭔가 약간
1599.88	1601.74	 누군가 어떤 회사에서
1602.4	1603.94	 프로토코레 약자는다?
1606.0	1606.84	 프로토코라는
1607.4	1608.84	 저는 모르지만 너네들로
1608.84	1611.5	 어느 정도는 HTTP 할 때 그 피우 피우
1612.92	1614.76	 얘네들이 다 API를 만들어
1615.84	1616.98	 근데 GPT도 있고
1616.98	1618.74	 다 AI 회사들이 있잖아
1620.78	1623.54	 그리고 그걸 쓰는 사람들이 다 따로 있잖아
1623.54	1625.88	 자기네들은 이 시스템 개발에 쓰여
1625.88	1626.92	 이 시스템 개발에 쓰여
1626.92	1627.94	 이 시스템 개발에 쓰여
1627.94	1628.46	 했을 때
1628.46	1630.9	 API를 연기를 해야 되잖아
1631.84	1634.46	 근데 이 API를 연기를 할 때
1634.46	1637.32	 제일 먼저 우선 되는 게 프로토코레
1639.4	1640.6	 어떤 걸로
1640.6	1642.82	 우리가 어떤 방식으로
1642.82	1645.18	 상호한 적으로 개발을 해야 되냐
1645.18	1646.0	 라고 했는데
1647.84	1649.5	 이 MCP가 나오기 전에는
1649.5	1651.34	 그런 회사도 많이 없었 거냐
1651.34	1653.3	 그걸 많이 하는 사람도 줬어
1653.3	1655.68	 근데 갑자기
1655.68	1659.38	 이 AI 회사보다 얘네들이 갑자기 많아지기 시작한 거야
1659.38	1661.62	 그러면 얘네들은 어떻게
1662.84	1664.24	 매번 새로 회사 만들어서
1664.24	1664.94	 우리 쪽
1664.94	1666.1	 이거 쓸게요
1666.1	1666.84	 라고 했는데
1666.84	1668.32	 얘네들은 사업성 괜찮아
1668.84	1669.36	 어떻게
1669.36	1671.54	 API를 떨어져야 되겠지
1671.54	1672.86	 뭐 API 어떻게 만들래
1672.86	1673.86	 East 필요할 거야
1673.86	1674.56	 뭘 할 거야
1674.56	1676.78	 행대 업을 East 필요할게요
1676.78	1677.9	 너는
1677.9	1678.84	 TSP를 하는데
1678.84	1680.2	 제맨은 UDP를 하는데
1680.2	1680.64	 다 달라
1681.5	1683.58	 얘네들만 계속 주도 나는 거잖아
1683.58	1685.02	 근데
1685.02	1686.42	 이 회사가 아니라
1686.42	1688.34	 내가 어떤 사람이
1688.34	1690.48	 이거를 만들었어
1690.48	1691.82	 이 프로토코를 만들었어
1691.82	1692.12	 그래서
1692.84	1693.56	 이게 지금
1693.56	1694.74	 국제표준은 아니야
1697.1000000000001	1698.4	 표준은 아니야,지
1698.84	1701.02	 나온지 얼마 안 됐어
1701.02	1701.38	 근데
1701.38	1703.6	 국제표준이 거의 될 거라고
1704.56	1705.28	 유튜버들이
1705.28	1705.84	 어떤
1705.84	1707.04	 좀
1707.04	1708.18	 위에 있는 사람들은
1708.18	1708.82	 보고 있어
1708.82	1709.34	 왜냐하면
1709.34	1710.8	 이게 지금
1710.8	1711.28	 너무 많이
1711.84	1712.1	 이거와
1712.84	1713.4	 MCP가 나오는 순간
1714.1399999999999	1714.86	 얘네들이
1714.86	1715.84	 너무 편해졌어
1717.3	1717.96	 그냥 우리 이거
1717.96	1719.84	 MCP 프로토코를 방식으로 해서
1719.84	1720.7	 얘네들이 원하는 거
1720.7	1721.72	 다 만들어도 돼
1721.72	1724.16	 이렇게 되버렸어
1724.16	1724.78	 얘네들이
1724.78	1725.94	 다 갖다 쓰기 시작했어
1728.84	1729.78	 그래서 뭔가
1729.78	1730.84	 이것보다 획기적인
1730.84	1732.54	 프로토코리 나오기 전까지는
1732.54	1733.9	 얘가 되실 거야
1734.92	1736.04	 그래서 요즘에
1736.04	1736.48	 보는 게
1736.48	1737.08	 와 없고
1737.84	1738.84	 주단지 계속 보다 보니까
1738.84	1739.42	 뜬 게 막
1739.42	1740.6	 MCP 서버가 안 되는
1740.6	1741.58	 방어받고
1741.58	1742.52	 이거를 해가지고
1742.52	1743.7	 하는데
1744.96	1746.84	 이런 거 계속 보다 보니까
1748.3999999999999	1749.76	 유튜브에 뭐 같냐면
1751.16	1753.24	 이게 크롤링 알아? 크롤링?
1753.9	1755.4	 인터넷 글보는 거
1755.4	1755.82	 뭐
1757.88	1759.46	 HTML로 되어있는 건
1759.46	1760.52	 이렇게 되어있는 거를
1760.52	1760.82	 뽑아내가지고
1761.5	1765.06	 데이터를 수적하는 거를 크롤링이라고 해
1765.06	1765.68	 근데
1765.68	1766.82	 툴 하나도
1767.38	1767.76	 뭐지?
1767.88	1768.8	 개발 하나도 안 하고
1770.64	1772.8	 AI 툴 드림만 가지고
1772.8	1774.54	 크롤링 돌려가지고
1774.54	1775.58	 연행간
1775.58	1776.52	 월에
1776.52	1778.52	 2천만 원은 사람
1778.52	1780.0	 이렇게 나와가지고 나와
1780.0	1783.1	 그런 거 보면서
1784.0400000000002	1786.58	 타 그 이런 AI 툴들 있잖아
1786.58	1788.76	 AI 툴들에서 다였거나
1789.8600000000001	1791.14	 그래가지고 얘가
1791.14	1792.66	 만약에 분석한 거를 가지고
1792.66	1793.6	 아까 전처럼 뭐
1793.6	1794.1	 요리에다가 단전이면
1794.62	1796.1	 얘가 뭐
1796.7	1798.66	 어떤 AI 툴을 타가지고
1798.66	1800.12	 여기다가 블로그 되면
1800.12	1802.14	 얘가 알아서 유튜브에다가 올려줘
1803.66	1804.84	 그냥 나는
1804.84	1807.38	 여기다가 오늘 날씨가 궁금해
1807.38	1809.3	 내 유튜브에다가 올려줘 하면
1809.3	1810.34	 얘가 이 모델로
1810.34	1811.96	 유튜브에 올려줘
1813.1	1814.76	 나는 이거에다가 뭐
1814.76	1817.08	 오사카에 있는 내가 가부지다 놨는데
1817.08	1819.66	 오사카에 있는 어떤 각이
1819.66	1821.92	 정보 안아가지고 내 블로그에 올려줘
1821.92	1822.9	 하면은
1822.9	1823.64	 찾아가지고
1823.64	1825.14	 다른 모델로 타고
1825.14	1826.88	 들어가서 내 블로그에다가
1826.88	1828.54	 기절해줘
1831.04	1832.92	 근데 나는 가부지다
1832.92	1834.2	 그 대학 경험하지 않아도
1834.2	1836.4	 다른 사람들의 경험들을
1836.4	1837.24	 다 갖고 있는
1837.24	1839.56	 웹사이트에서 수줍해가지고
1840.1	1841.44	 바람들어준다
1842.5	1843.78	 이런 것들이 지금
1844.44	1844.86	 뭐
1845.44	1845.78	 많아가봐
1846.56	1847.24	 엄청나구나
1849.32	1850.84	 근데 지금 뭐
1850.84	1852.68	 나도 사실은 안 지도 얼마 안 됐고
1852.68	1853.96	 해보지도 얼마 안 와서
1853.96	1855.24	 아 이게
1855.24	1857.3	 맛다 틀이 나라고 할 수는 없지만
1858.4399999999998	1860.5	 요즘에 이제 저랑 파이서도
1861.78	1862.46	 파이서도
1862.46	1863.84	 필도 되는지도 안았고
1865.44	1866.96	 우리 뭘 탁틀해 보지 않았는데
1866.96	1867.7	 되게 선식기
1867.7	1869.32	 지금 해가지고 이제 잘 된다
1869.32	1870.42	 하면은
1870.42	1871.68	 잘 될 것 같아
1871.68	1872.96	 지금 몇 개인지
1875.08	1876.86	 이거 할게
1878.06	1879.22	 이제
1879.22	1880.42	 소
